,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
214,부안군,08-03,화요일,외지인(b),35585,129.3 / SE4.2,22.7,31.5,10.0,64.0,100.0,1005.1,1010.0
215,부안군,08-04,수요일,외지인(b),31885,281.5 / WNW5.6,23.4,32.2,0.2,59.0,100.0,1007.4,1011.0
216,부안군,08-05,목요일,외지인(b),32708,309.6 / NW5.7,24.2,33.2,0.0,58.0,100.0,1004.7,1009.1
217,부안군,08-06,금요일,외지인(b),34003,270.2 / W7.9,24.5,33.3,0.0,62.0,100.0,1002.3,1005.7
218,부안군,08-07,토요일,외지인(b),45119,304.0 / NW6.0,22.9,31.2,0.0,60.0,97.0,1002.4,1004.6
219,부안군,08-08,일요일,외지인(b),41769,16.8 / NNE5.7,24.1,29.7,0.0,74.0,97.0,1001.2,1004.0
220,부안군,08-09,월요일,외지인(b),24987,292.7 / WNW5.8,22.3,31.4,0.0,55.0,98.0,1001.8,1006.3
221,부안군,08-10,화요일,외지인(b),24014,304.0 / NW6.4,23.7,31.5,0.0,59.0,99.0,1005.9,1010.5
222,부안군,08-11,수요일,외지인(b),23590,47.7 / NE5.4,21.9,32.9,0.0,48.0,100.0,1008.3,1011.4
223,부안군,08-12,목요일,외지인(b),25585,197.0 / SSW6.7,23.5,31.9,0.0,59.0,98.0,1008.0,1011.4
224,부안군,08-13,금요일,외지인(b),30408,53.4 / NE4.4,22.5,31.0,0.7,56.0,100.0,1004.0,1008.3
225,부안군,08-14,토요일,외지인(b),51013,25.2 / NNE7.3,22.6,29.6,3.5,61.0,100.0,1005.2,1010.6
226,부안군,08-15,일요일,외지인(b),63777,278.6 / W4.5,21.3,31.4,0.1,48.0,97.0,1010.5,1015.3
227,부안군,08-16,월요일,외지인(b),43946,115.4 / ESE5.7,21.9,31.2,20.1,49.0,100.0,1011.6,1015.4
228,부안군,08-17,화요일,외지인(b),24773,42.2 / NE7.3,20.9,30.6,0.0,50.0,87.0,1006.8,1012.4
229,부안군,08-18,수요일,외지인(b),23755,64.6 / ENE11.5,20.8,30.6,4.6,50.0,96.0,1008.0,1010.7
230,부안군,08-19,목요일,외지인(b),24483,208.3 / SSW6.8,21.0,29.3,7.3,52.0,98.0,1010.1,1013.2
231,부안군,08-20,금요일,외지인(b),27118,168.8 / S6.5,20.3,30.8,0.0,51.0,96.0,1009.7,1013.3
232,부안군,08-21,토요일,외지인(b),30090,199.8 / SSW11.6,22.4,27.8,44.7,74.0,98.0,1001.3,1009.7
233,부안군,08-22,일요일,외지인(b),41510,270.2 / W6.6,21.3,29.5,0.0,61.0,100.0,1007.5,1010.8
234,부안군,08-23,월요일,외지인(b),19926,53.4 / NE8.5,22.2,24.7,87.9,91.0,99.0,1002.2,1011.2
235,부안군,08-24,화요일,외지인(b),17360,199.8 / SSW10.0,22.1,29.0,75.6,73.0,99.0,998.0,1005.5
236,부안군,08-25,수요일,외지인(b),18652,312.3 / NW5.5,22.0,26.0,6.9,84.0,98.0,1005.1,1010.0
237,부안군,08-26,목요일,외지인(b),22666,168.8 / S4.7,21.3,30.3,0.0,60.0,100.0,1009.9,1014.7
238,부안군,08-27,금요일,외지인(b),22267,2.7 / N7.7,20.2,23.8,46.5,87.0,99.0,1011.4,1014.6
239,부안군,08-28,토요일,외지인(b),42210,22.5 / NNE5.3,20.3,28.5,0.2,54.0,97.0,1013.3,1015.8
240,부안군,08-29,일요일,외지인(b),37398,267.3 / W5.0,19.3,27.4,37.5,73.0,99.0,1012.7,1015.6
241,부안군,08-30,월요일,외지인(b),22187,33.7 / NNE4.8,20.9,28.1,0.9,59.0,97.0,1014.7,1017.1
242,부안군,09-01,수요일,외지인(b),13731,312.3 / NW12.5,21.6,25.9,18.5,78.0,96.0,1006.7,1011.3
243,부안군,09-02,목요일,외지인(b),16741,185.8 / S6.4,20.0,25.1,0.0,75.0,96.0,1008.4,1011.4
244,부안군,09-03,금요일,외지인(b),23356,290.0 / WNW5.3,20.3,28.3,0.1,57.0,97.0,1007.8,1011.8
245,부안군,09-04,토요일,외지인(b),44692,61.9 / ENE4.3,19.2,28.1,0.0,54.0,95.0,1011.8,1016.6
246,부안군,09-05,일요일,외지인(b),40219,39.4 / NE4.9,19.6,23.7,2.6,72.0,97.0,1016.2,1019.5
247,부안군,09-06,월요일,외지인(b),16058,84.4 / E6.3,19.4,21.5,12.1,74.0,97.0,1012.1,1019.5
248,부안군,09-07,화요일,외지인(b),14893,242.0 / WSW8.2,20.3,25.3,2.1,9.0,95.0,1007.7,1012.1
249,부안군,09-08,수요일,외지인(b),18690,318.0 / NW6.8,18.8,26.4,0.2,,,1009.5,1013.9
250,부안군,09-09,목요일,외지인(b),21473,290.0 / WNW4.8,17.3,29.0,0.0,,,1012.7,1015.3
251,부안군,09-10,금요일,외지인(b),25442,202.6 / SSW3.4,20.3,26.2,0.0,,,1013.1,1014.7
252,부안군,09-11,토요일,외지인(b),45581,318.0 / NW4.5,18.9,29.0,0.0,80.0,88.0,1011.0,1014.5
253,부안군,09-12,일요일,외지인(b),41255,39.4 / NE4.9,18.9,29.7,0.0,46.0,92.0,1011.7,1015.0
254,부안군,09-13,월요일,외지인(b),19394,112.5 / ESE5.3,20.3,28.2,0.0,39.0,90.0,1014.6,1017.1
255,부안군,09-14,화요일,외지인(b),17801,19.7 / NNE7.3,19.8,28.7,0.0,48.0,77.0,1011.6,1015.7
256,부안군,09-15,수요일,외지인(b),17402,56.2 / NE8.1,18.8,30.7,0.0,32.0,74.0,1012.3,1015.2
257,부안군,09-16,목요일,외지인(b),17203,64.6 / ENE5.0,16.7,28.6,0.2,39.0,81.0,1008.9,1014.8
258,부안군,09-17,금요일,외지인(b),19520,56.2 / NE9.0,18.8,25.8,63.1,56.0,91.0,1005.4,1011.5
259,부안군,09-18,토요일,외지인(b),48717,278.6 / W4.6,16.3,28.2,0.0,46.0,91.0,1011.4,1016.5
260,부안군,09-19,일요일,외지인(b),73283,281.5 / WNW5.2,18.2,28.3,0.0,43.0,90.0,1014.3,1017.6
261,부안군,09-20,월요일,외지인(b),84504,166.0 / SSE8.2,18.7,29.1,0.0,40.0,90.0,1007.4,1015.1
262,부안군,09-21,화요일,외지인(b),87252,290.0 / WNW12.1,20.2,26.7,46.4,52.0,90.0,1005.2,1008.3
263,부안군,09-22,수요일,외지인(b),55048,270.2 / W9.4,18.6,27.3,0.7,39.0,86.0,1007.6,1014.1
264,부안군,09-23,목요일,외지인(b),25445,270.2 / W7.2,16.0,26.3,0.0,28.0,90.0,1014.1,1020.9
265,부안군,09-24,금요일,외지인(b),26373,39.4 / NE4.5,15.3,26.9,0.0,37.0,86.0,1020.7,1023.6
266,부안군,09-25,토요일,외지인(b),42767,30.8 / NNE6.5,16.3,25.6,0.0,51.0,87.0,1020.3,1024.6
267,부안군,09-26,일요일,외지인(b),39197,78.8 / E4.9,17.4,27.1,0.0,43.0,84.0,1018.2,1021.8
268,부안군,09-27,월요일,외지인(b),19761,146.3 / SSE4.4,19.1,26.8,0.0,43.0,84.0,1013.8,1018.3
