,도시이름,날짜,요일한글,방문객한글,방문자수,최대순간풍향/풍속(m/s)(시각),최저기온(시각),최고기온(시각),일강우량,최저습도(시각),최고습도(시각),최저기압(시각),최고기압(시각)
228,완주군,08-17,화요일,외지인(b),48125,90.0 / E8.2,20.0,30.7,0.0,51,90,1006.9,1012.6
229,완주군,08-18,수요일,외지인(b),46750,92.9 / E8.3,19.0,29.7,0.0,52,97,1008.4,1010.7
230,완주군,08-19,목요일,외지인(b),48388,61.9 / ENE6.5,19.3,28.6,1.2,58,98,1010.6,1013.7
231,완주군,08-20,금요일,외지인(b),51765,264.6 / W8.4,19.6,31.5,0.0,45,96,1010.2,1013.7
232,완주군,08-21,토요일,외지인(b),52759,239.1 / WSW10.2,21.3,27.0,32.1,78,97,1001.3,1010.6
233,완주군,08-22,일요일,외지인(b),67372,256.1 / WSW5.3,22.0,28.3,0.0,66,99,1007.6,1011.5
234,완주군,08-23,월요일,외지인(b),37149,47.7 / NE5.1,21.5,25.1,71.9,88,99,1002.1,1012.0
235,완주군,08-24,화요일,외지인(b),37443,253.3 / WSW10.5,21.3,28.0,41.6,77,100,998.8,1006.0
236,완주군,08-25,수요일,외지인(b),40999,326.5 / NNW4.5,22.8,27.6,4.2,74,100,1005.5,1010.3
237,완주군,08-26,목요일,외지인(b),46820,261.7 / W3.6,21.3,30.2,0.0,52,100,1010.2,1015.2
238,완주군,08-27,금요일,외지인(b),43330,14.0 / NNE7.7,19.7,24.8,48.8,86,100,1011.5,1015.0
239,완주군,08-28,토요일,외지인(b),66563,11.1 / N5.6,19.2,29.3,2.3,52,99,1013.7,1016.1
240,완주군,08-29,일요일,외지인(b),55503,0.0 / N6.1,19.3,25.3,37.6,81,99,1012.7,1015.7
241,완주군,08-30,월요일,외지인(b),45420,349.0 / N4.5,19.8,28.9,0.0,56,98,1014.7,1017.3
242,완주군,09-01,수요일,외지인(b),35189,264.6 / W8.8,21.0,26.6,22.0,77,99,1007.9,1011.4
243,완주군,09-02,목요일,외지인(b),39988,87.1 / E4.0,20.1,26.2,2.0,68,100,1008.5,1011.3
244,완주군,09-03,금요일,외지인(b),46746,106.9 / ESE5.9,18.8,28.9,0.0,58,100,1007.9,1012.4
245,완주군,09-04,토요일,외지인(b),66987,351.7 / N4.4,17.1,28.7,0.0,55,98,1012.4,1017.4
246,완주군,09-05,일요일,외지인(b),59297,92.9 / E4.4,17.2,23.7,2.5,66,100,1016.6,1019.9
247,완주군,09-06,월요일,외지인(b),37156,104.0 / ESE5.1,17.8,23.3,15.7,81,100,1013.1,1020.0
248,완주군,09-07,화요일,외지인(b),39162,256.1 / WSW9.1,18.7,24.8,4.6,81,99,1007.3,1013.1
249,완주군,09-08,수요일,외지인(b),42676,233.6 / SW5.6,18.2,27.3,1.8,57,100,1009.3,1014.2
250,완주군,09-09,목요일,외지인(b),45283,239.1 / WSW3.4,17.3,29.0,0.0,55,100,1012.6,1015.5
251,완주군,09-10,금요일,외지인(b),48356,292.7 / WNW5.3,19.4,28.2,0.0,63,99,1012.9,1015.1
252,완주군,09-11,토요일,외지인(b),69972,236.3 / WSW4.1,18.7,30.4,0.0,57,99,1010.6,1014.9
253,완주군,09-12,일요일,외지인(b),65814,351.7 / N5.2,18.3,30.4,0.0,54,100,1011.8,1015.4
254,완주군,09-13,월요일,외지인(b),43985,106.9 / ESE5.4,19.2,29.0,0.0,50,98,1015.0,1017.6
255,완주군,09-14,화요일,외지인(b),48538,137.8 / SE9.2,19.1,28.7,0.0,55,91,1012.4,1016.5
256,완주군,09-15,수요일,외지인(b),50561,101.3 / ESE12.5,20.2,29.3,0.1,43,71,1012.9,1015.9
257,완주군,09-16,목요일,외지인(b),49322,78.8 / E7.3,14.6,28.6,1.5,48,96,1009.2,1015.4
258,완주군,09-17,금요일,외지인(b),47866,70.3 / ENE7.8,19.1,25.2,34.4,65,99,1005.9,1011.5
259,완주군,09-18,토요일,외지인(b),73689,87.1 / E5.6,15.6,28.8,0.0,49,99,1011.4,1017.2
260,완주군,09-19,일요일,외지인(b),84242,16.8 / NNE5.5,17.3,29.4,0.0,43,97,1014.1,1017.9
261,완주군,09-20,월요일,외지인(b),89478,129.3 / SE5.7,16.1,29.1,0.0,49,99,1008.5,1015.8
262,완주군,09-21,화요일,외지인(b),112126,273.0 / W11.8,18.1,26.4,51.9,66,99,1004.8,1009.1
263,완주군,09-22,수요일,외지인(b),69759,256.1 / WSW8.7,16.8,27.1,0.3,53,99,1007.5,1014.5
264,완주군,09-23,목요일,외지인(b),48311,264.6 / W6.2,14.3,26.7,0.0,44,100,1014.4,1021.5
265,완주군,09-24,금요일,외지인(b),51622,33.7 / NNE5.7,14.5,27.5,0.0,44,97,1021.1,1024.0
266,완주군,09-25,토요일,외지인(b),67501,101.3 / ESE7.9,15.1,25.5,0.0,60,100,1020.8,1024.6
267,완주군,09-26,일요일,외지인(b),67858,78.8 / E5.7,15.6,26.3,0.0,54,98,1018.4,1022.4
268,완주군,09-27,월요일,외지인(b),48703,129.3 / SE3.6,17.2,26.4,0.0,56,92,1014.1,1018.6
